concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
EPR IGUAÇU;2019;Redutor;BR-277;PR;650,500;Céu Azul;Principal;Crescente;Ativo;;-25,194783;-53,941270;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;650,500;Céu Azul;Principal;Decrescente;Ativo;;-25,194783;-53,941270;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;659,100;Matelândia;Principal;Crescente;Ativo;;-25,249730;-53,983899;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;659,100;Matelândia;Principal;Crescente;Ativo;;-25,249730;-53,983899;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;659,100;Matelândia;Principal;Crescente;Ativo;;-25,249730;-53,983899;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;723,000;Foz do Iguaçu;Principal;Crescente;Ativo;;-25,498904;-54,530153;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;723,000;Foz do Iguaçu;Principal;Crescente;Ativo;;-25,498904;-54,530153;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;726,900;Foz do Iguaçu;Principal;Decrescente;Ativo;;-25,510220;-54,565554;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;18,400;Cambará;Principal;Crescente;Ativo;;-23,036200;-50,068400;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;86,250;Cornélio Procópio;Principal;Crescente;Ativo;;-23,173400;-50,620000;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;36,400;Morretes;Principal;Decrescente;Ativo;;-25,571300;-48,839700;80;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;31,150;Santo Antônio da Platina;Principal;Crescente;Ativo;;-23,225300;-50,025300;60;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;41,900;Santo Antônio da Platina;Principal;Crescente;Ativo;;-23,296800;-50,068200;60;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;41,950;Santo Antônio da Platina;Principal;Decrescente;Ativo;;-23,297200;-50,068500;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;35,500;Morretes;Principal;Decrescente;Ativo;;-25,573700;-48,831300;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;1,120;Paranaguá;Principal;Decrescente;Ativo;;-25,529000;-48,547900;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;0,950;Paranaguá;Principal;Crescente;Ativo;;-25,527500;-48,547700;40;40
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;19,970;Cambará;Principal;Decrescente;Ativo;;-23,037500;-50,082700;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;86,330;Cornélio Procópio;Principal;Decrescente;Ativo;;-23,173700;-50,620700;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;219,800;Arapoti;Principal;Crescente;Ativo;;-24,135400;-49,832100;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;220,200;Arapoti;Principal;Decrescente;Ativo;;-24,133300;-49,835300;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;280,220;Siqueira Campos;Principal;Crescente;Ativo;;-23,686800;-49,821500;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;280,240;Siqueira Campos;Principal;Decrescente;Ativo;;-23,686700;-49,821700;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;195,900;Jaguariaíva;Principal;Decrescente;Ativo;;-24,177800;-49,615100;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;195,800;Jaguariaíva;Principal;Crescente;Ativo;;-24,176700;-49,614100;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;260,200;Piraí do Sul;Principal;Crescente;Ativo;;-24,554600;-49,931800;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;297,800;Carambeí;Principal;Crescente;Ativo;;-24,867500;-50,037000;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;298,000;Carambeí;Principal;Decrescente;Ativo;;-24,868500;-50,038000;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;307,400;Carambeí;Principal;Crescente;Ativo;;-24,929100;-50,099900;80;80
LITORAL PIONEIRO;2019;Controlador;151;PR;315,600;Carambeí;Principal;Crescente;Ativo;;-24,994900;-50,126300;80;80
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;41,400;Morretes;Principal;Decrescente;Ativo;;-25,584600;-48,876400;80;60
LITORAL PIONEIRO;2019;Controlador;407;PR;0,000;Paranaguá;Principal;Crescente;Ativo;;-25,560100;-48,582300;40;40
LITORAL PIONEIRO;2019;Controlador;Acesso BR-277 2;PR;2,070;Paranaguá;Principal;Decrescente;Ativo;;-25,548900;-48,548400;60;60
LITORAL PIONEIRO;2019;Controlador;Acesso BR-277 2;PR;2,070;Paranaguá;Principal;Crescente;Ativo;;-25,548900;-48,548400;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;32,000;Morretes;Principal;Crescente;Ativo;;-25,560200;-48,813900;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;33,300;Morretes;Principal;Decrescente;Ativo;;-25,568100;-48,811800;80;60
NOVA 381;2022;Redutor;BR-381;MG;243,860;Santana do Paraíso;Principal;Crescente/Decrescente;Ativo;;-19,454400;-42,521890;50;50
NOVA 381;2022;Controlador;BR-381;MG;333,450;Bela Vista de Minas;Principal;Crescente;Ativo;;-19,818495;-43,067607;50;50
NOVA 381;2022;Controlador;BR-381;MG;336,022;Bela Vista de Minas;Principal;Crescente/Decrescente;Ativo;;-19,828350;-43,087790;50;50
NOVA 381;2022;Redutor;BR-381;MG;354,620;João Monlevade;Principal;Crescente;Ativo;;-19,850590;-43,211340;60;60
NOVA 381;2022;Redutor;BR-381;MG;375,320;São Gonçalo do Rio Abaixo;Principal;Crescente/Decrescente;Ativo;;-19,830930;-43,356144;60;60
PANTANAL;2014;Redutor;BR-163;MS;265,851;Dourados;Principal;Decrescente;Ativo;;-22,219260;-54,724047;40;40
PANTANAL;2014;Redutor;BR-163;MS;265,850;Dourados;Principal;Decrescente;Ativo;;-22,219260;-54,724047;40;40
PANTANAL;2014;Controlador;BR-163;MS;728,970;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,514410;-54,737190;60;60
PANTANAL;2014;Redutor;BR-163;MS;727,220;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,530077;-54,741251;40;40
PANTANAL;2014;Controlador;BR-163;MS;681,450;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,907938;-54,840658;60;60
PANTANAL;2014;Redutor;BR-163;MS;615,501;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,344893;-54,571672;40;40
PANTANAL;2014;Redutor;BR-163;MS;615,500;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,344893;-54,571672;40;39
PANTANAL;2014;Controlador;BR-163;MS;413,170;Sidrolândia;Principal;Crescente/Decrescente;Ativo;;-21,051700;-54,498883;100;80
PANTANAL;2014;Controlador;BR-163;MS;617,740;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,373270;-54,581459;60;60
PANTANAL;2014;Redutor;BR-163;MS;548,440;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,918372;-54,368570;40;40
PANTANAL;2014;Redutor;BR-163;MS;548,820;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,915095;-54,369550;40;40
PANTANAL;2014;Controlador;BR-163;MS;616,600;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,382116;-54,576027;60;60
PANTANAL;2014;Controlador;BR-163;MS;725,465;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,544525;-54,746877;60;60
PANTANAL;2014;Controlador;BR-163;MS;5,180;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-24,010345;-54,305205;60;60
PANTANAL;2014;Controlador;BR-163;MS;17,600;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,945694;-54,283600;60;60
PANTANAL;2014;Controlador;BR-163;MS;491,801;Campo Grande;Principal;Decrescente;Ativo;;-20,387276;-54,548019;60;60
PANTANAL;2014;Controlador;BR-163;MS;491,800;Campo Grande;Principal;Decrescente;Ativo;;-20,387276;-54,548019;60;60
PANTANAL;2014;Controlador;BR-163;MS;547,420;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,927230;-54,366066;60;60
PANTANAL;2014;Controlador;BR-163;MS;575,300;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,679582;-54,350129;60;60
PANTANAL;2014;Controlador;BR-163;MS;307,200;Douradina;Principal;Crescente/Decrescente;Ativo;;-21,917780;-54,534979;80;80
PANTANAL;2014;Controlador;BR-163;MS;308,250;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-21,908149;-54,533082;80;80
PANTANAL;2014;Redutor;BR-163;MS;614,170;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,400625;-54,564441;40;40
PANTANAL;2014;Controlador;BR-163;MS;493,270;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,378370;-54,538020;100;80
PANTANAL;2014;Controlador;BR-163;MS;767,670;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,185793;-54,654673;60;60
PANTANAL;2014;Controlador;BR-163;MS;36,800;Eldorado;Principal;Crescente/Decrescente;Ativo;;-23,803890;-54,305911;100;80
PANTANAL;2014;Controlador;BR-163;MS;37,580;Eldorado;Principal;Crescente/Decrescente;Ativo;;-23,801533;-54,298772;100;80
PANTANAL;2014;Redutor;BR-163;MS;680,430;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,916241;-54,838486;40;40
PANTANAL;2014;Redutor;BR-163;MS;730,300;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,503097;-54,733498;40;40
PANTANAL;2014;Controlador;BR-163;MS;218,100;Caarapó;Principal;Crescente/Decrescente;Ativo;;-22,553860;-54,833060;100;80
PANTANAL;2014;Redutor;BR-163;MS;420,490;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,986606;-54,505924;40;40
PANTANAL;2014;Redutor;BR-163;MS;420,530;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,986606;-54,505924;40;40
PANTANAL;2014;Redutor;BR-163;MS;420,530;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,986606;-54,505924;40;40
PANTANAL;2014;Redutor;BR-163;MS;526,398;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,102531;-54,439985;40;40
PANTANAL;2014;Redutor;BR-163;MS;526,430;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,102531;-54,439985;40;40
PANTANAL;2014;Redutor;BR-163;MS;527,009;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,097670;-54,437691;40;40
PANTANAL;2014;Redutor;BR-163;MS;527,000;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,097670;-54,437691;40;40
PANTANAL;2014;Controlador;BR-163;MS;649,059;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,162209;-54,759449;100;80
PANTANAL;2014;Controlador;BR-163;MS;649,060;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,162209;-54,759449;100;80
PANTANAL;2014;Controlador;BR-163;MS;419,874;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,992381;-54,506582;60;60
PANTANAL;2014;Controlador;BR-163;MS;419,870;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,992381;-54,506582;60;60
PANTANAL;2014;Controlador;BR-163;MS;421,494;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,977829;-54,504894;60;60
PANTANAL;2014;Controlador;BR-163;MS;421,500;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,977829;-54,504894;60;60
PANTANAL;2014;Controlador;BR-163;MS;421,500;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,977829;-54,504894;60;60
PANTANAL;2014;Controlador;BR-163;MS;487,479;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,419893;-54,546449;60;60
PANTANAL;2014;Controlador;BR-163;MS;487,500;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,419893;-54,546449;60;60
PANTANAL;2014;Controlador;BR-163;MS;253,700;Dourados;Principal;Crescente;Ativo;;-22,273814;-54,818604;60;60
PANTANAL;2014;Controlador;BR-163;MS;254,016;Dourados;Principal;Decrescente;Ativo;;-22,271718;-54,816481;60;60
PANTANAL;2014;Controlador;BR-163;MS;254,015;Dourados;Principal;Decrescente;Ativo;;-22,271718;-54,816481;60;60
PANTANAL;2014;Controlador;BR-163;MS;255,800;Dourados;Principal;Crescente;Ativo;;-22,260623;-54,804015;60;60
PANTANAL;2014;Redutor;BR-163;MS;265,850;Dourados;Principal;Crescente/Decrescente;Ativo;;-22,219260;-54,724047;40;40
PANTANAL;2014;Controlador;BR-163;MS;343,350;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-21,646333;-54,421858;60;60
PANTANAL;2014;Redutor;BR-163;MS;18,500;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,938598;-54,281076;40;40
PANTANAL;2014;Controlador;BR-163;MS;690,600;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,834186;-54,813606;100;80
PANTANAL;2014;Controlador;BR-163;MS;675,500;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,959252;-54,828029;100;80
PANTANAL;2014;Controlador;BR-163;MS;480,600;Campo Grande;Principal;Crescente;Ativo;;-20,473340;-54,559409;60;60
PANTANAL;2014;Controlador;BR-163;MS;475,600;Campo Grande;Principal;Decrescente;Ativo;;-20,514983;-54,563330;60;60
PANTANAL;2014;Controlador;BR-163;MS;466,800;Campo Grande;Principal;Crescente;Ativo;;-20,580802;-54,579087;60;60
PANTANAL;2014;Controlador;BR-163;MS;397,000;Nova Alvorada do Sul;Principal;Decrescente;Ativo;;-21,193144;-54,465419;100;80
PANTANAL;2014;Controlador;BR-163;MS;363,500;Nova Alvorada do Sul;Principal;Crescente;Ativo;;-21,476968;-54,387384;60;60
PANTANAL;2014;Controlador;BR-163;MS;270,700;Dourados;Principal;Decrescente;Ativo;;-22,192938;-54,689831;60;60
PANTANAL;2014;Controlador;BR-163;MS;269,400;Dourados;Principal;Crescente;Ativo;;-22,198842;-54,697236;60;60
PANTANAL;2014;Controlador;BR-163;MS;260,200;Dourados;Principal;Crescente;Ativo;;-22,243012;-54,770460;100;80
PANTANAL;2014;Controlador;BR-163;MS;75,700;Itaquiraí;Principal;Decrescente;Ativo;;-23,492776;-54,185490;60;60
PANTANAL;2014;Controlador;BR-163;MS;27,300;Mundo Novo;Principal;Decrescente;Ativo;;-23,871613;-54,325601;100;80
PANTANAL;2014;Controlador;BR-163;MS;26,600;Mundo Novo;Principal;Crescente;Ativo;;-23,876830;-54,321937;100;80
PRVIAS;2023;Controlador;BR-376;PR;300,370;Mauá da Serra;Principal;Crescente;Ativo;;-23,937270;-51,141906;60;60
