concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;subtipo_de_pista;numero_de_faixas;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
ECOVIAS CAPIXABA;2020;Contorno de Iconha/ES;Decrescente;Simples;1;6,901;-20,804158;-20,806391;7,250;-40,830114;-40,832496
ECOVIAS CAPIXABA;2020;Contorno do Mestre Álvaro/ES;Crescente;Dupla;2;0,000;-20,067367;-20,218159;19,420;-40,372070;-40,340128
ECOVIAS CAPIXABA;2020;Contorno do Mestre Álvaro/ES;Decrescente;Dupla;2;0,000;-20,067367;-20,218159;19,420;-40,372070;-40,340128
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;319,931;-15,453375;-15,572000;335,051;-49,503764;-49,419400
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;330,792;-15,539600;-15,453375;319,931;-49,439300;-49,503764
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;375,291;-15,790658;-15,853300;383,733;-48,772733;-48,765100
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;377,737;-15,807100;-15,790658;375,291;-48,781800;-48,772733
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;442,920;-16,285731;-16,105300;417,584;-48,943511;-48,872000
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;371,900;-15,763817;-15,790658;375,290;-48,757697;-48,772733
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;318,660;-15,442575;-15,453375;319,930;-49,507769;-49,503764
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;319,930;-15,453375;-15,442575;318,660;-49,503764;-49,507769
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Dupla;2;375,290;-15,790658;-15,763817;371,900;-48,772733;-48,757697
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;31,620;-13,103800;-13,101400;31,340;-49,199300;-49,198300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;66,917;-13,405000;-13,103800;31,621;-49,131000;-49,199300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;67,225;-13,407800;-13,405000;66,918;-49,131400;-49,131000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;68,080;-13,415600;-13,407800;67,226;-49,131300;-49,131400
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;68,420;-13,418500;-13,415600;68,081;-49,131000;-49,131300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;73,775;-13,466400;-13,418500;68,421;-49,135800;-49,131000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;74,423;-13,472300;-13,466400;73,776;-49,136000;-49,135800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;110,685;-13,747100;-13,472300;74,424;-49,030500;-49,136000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;112,195;-13,760400;-13,747100;110,688;-49,031300;-49,030500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;112,242;-13,761000;-13,760400;112,196;-49,028100;-49,031300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;130,672;-13,922900;-13,761000;112,243;-49,069500;-49,028100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;131,700;-13,931100;-13,922900;130,673;-49,073400;-49,069500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;178,498;-14,341200;-13,931100;131,701;-49,156100;-49,073400
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;180,251;-14,356900;-14,341200;178,499;-49,158500;-49,156100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;192,539;-14,468300;-14,356900;180,252;-49,156000;-49,158500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;192,818;-14,470800;-14,468300;192,540;-49,156000;-49,156000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;193,699;-14,478600;-14,470800;192,819;-49,154600;-49,156000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;195,791;-14,497100;-14,478600;193,700;-49,151000;-49,154600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;203,506;-14,562100;-14,497100;195,792;-49,156700;-49,151000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;206,817;-14,591300;-14,562100;203,507;-49,162500;-49,156700
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;222,121;-14,713500;-14,591300;206,818;-49,227200;-49,162500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;223,558;-14,724900;-14,713500;222,122;-49,233400;-49,227200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;257,024;-14,981700;-14,724900;223,559;-49,398200;-49,233400
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;259,651;-15,001400;-14,981700;257,025;-49,411800;-49,398200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;268,922;-15,072300;-15,001400;259,652;-49,457900;-49,411800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;270,222;-15,082500;-15,072300;268,923;-49,463900;-49,457900
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;276,157;-15,121400;-15,082500;270,223;-49,501400;-49,463900
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;282,422;-15,162000;-15,121400;276,158;-49,540500;-49,501400
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Crescente;Dupla;2;149,240;-14,865300;-14,871500;147,741;-49,016300;-49,004200
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Crescente;Simples;1;147,740;-14,871500;-15,208278;94,300;-49,004200;-48,699896
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;27,700;-13,070800;-13,065800;27,108;-49,185700;-49,183600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;29,538;-13,086400;-13,070800;27,701;-49,192200;-49,185700
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;30,107;-13,091100;-13,086400;29,539;-49,194100;-49,192200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;31,339;-13,101400;-13,091100;30,108;-49,198300;-49,194100
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;342,334;-15,571700;-15,575100;342,750;-48,622700;-48,624400
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;342,751;-15,575100;-15,580300;343,438;-48,624400;-48,628100
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;343,439;-15,580300;-15,710100;362,025;-48,628100;-48,692300
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;362,026;-15,710100;-15,723400;363,965;-48,692300;-48,702700
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;363,966;-15,723400;-15,750100;368,107;-48,702700;-48,726100
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;368,108;-15,750100;-15,752700;370,686;-48,726100;-48,748200
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;370,687;-15,752700;-15,763817;371,899;-48,748200;-48,757697
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;383,734;-15,853300;-15,859900;384,620;-48,765100;-48,769800
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;384,621;-15,859900;-15,869600;385,990;-48,769800;-48,776800
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Dupla;2;385,991;-15,869600;-15,872400;386,759;-48,776800;-48,783400
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;386,760;-15,872400;-16,285731;442,920;-48,783400;-48,943511
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Decrescente;Simples;1;674,399;-11,744484;-11,298019;622,700;-49,084165;-48,939909
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Crescente;Dupla;2;622,700;-11,298019;-11,312420;624,300;-48,939900;-48,941834
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;27,107;-13,065800;-12,836068;0,000;-49,183600;-49,102517
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;0,000;-12,836068;-13,071300;27,758;-49,102517;-49,185900
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;442,900;-16,353502;-16,177155;417,694;-48,929174;-49,042938
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;417,694;-16,177155;-16,353502;442,900;-49,042938;-48,929174
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;371,899;-15,763817;-15,208474;300,000;-48,757697;-48,699496
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Crescente;Simples;1;300,000;-15,208474;-15,571700;342,333;-48,699496;-48,622700
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Decrescente;Simples;1;94,300;-15,208278;-14,635420;181,050;-48,699896;-49,176259
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Crescente;Simples;1;181,050;-14,635420;-14,865300;149,241;-49,176259;-49,016300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;308,198;-15,376900;-15,162000;282,423;-49,555600;-49,540500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;309,347;-15,386300;-15,376900;308,199;-49,551100;-49,555600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;314,684;-15,421300;-15,386300;309,348;-49,518200;-49,551100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;315,914;-15,430600;-15,421300;314,685;-49,512100;-49,518200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;318,659;-15,442575;-15,430600;315,915;-49,507769;-49,512100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;331,641;-15,545500;-15,539600;330,793;-49,434300;-49,439300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;342,309;-15,626400;-15,545500;331,642;-49,385400;-49,434300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;342,310;-15,626400;-15,630100;342,914;-49,385400;-49,381300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;344,561;-15,641300;-15,630100;342,915;-49,371300;-49,381300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;345,325;-15,647100;-15,641300;344,562;-49,367400;-49,371300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;347,243;-15,660500;-15,647100;345,326;-49,356200;-49,367400
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Dupla;2;348,637;-15,670900;-15,660500;347,244;-49,348800;-49,356200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Decrescente;Simples;1;417,693;-16,177155;-15,670900;348,638;-49,042938;-49,348800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;27,759;-13,071300;-13,075400;28,226;-49,185900;-49,187600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;28,227;-13,075400;-13,091500;30,151;-49,187600;-49,194200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;30,152;-13,091500;-13,095300;30,606;-49,194200;-49,195800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;30,607;-13,095300;-13,405000;66,917;-49,195800;-49,131000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;66,918;-13,405000;-13,407800;67,225;-49,131000;-49,131400
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;67,226;-13,407800;-13,473000;74,504;-49,131400;-49,136000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;74,505;-13,473000;-13,480400;75,311;-49,136000;-49,136200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;75,312;-13,480400;-13,733400;109,066;-49,136200;-49,026200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;109,067;-13,733400;-13,746500;110,614;-49,026200;-49,030600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;110,615;-13,746500;-13,747100;110,685;-49,030600;-49,030500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;110,686;-13,747100;-13,761000;112,242;-49,030500;-49,028100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;112,243;-13,761000;-13,775300;113,860;-49,028100;-49,031300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;113,861;-13,775300;-13,955900;134,797;-49,031300;-49,087200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;134,798;-13,955900;-13,981600;137,684;-49,087200;-49,090500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;137,685;-13,981600;-14,377500;182,524;-49,090500;-49,158000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;182,525;-14,377500;-14,389300;183,838;-49,158000;-49,157800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;183,839;-14,389300;-14,468300;192,540;-49,157800;-49,156000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;192,541;-14,468300;-14,470800;192,818;-49,156000;-49,156000
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;192,819;-14,470800;-14,505100;196,699;-49,156000;-49,148800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;196,700;-14,505100;-14,514800;197,833;-49,148800;-49,150500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;197,834;-14,514800;-14,591700;206,854;-49,150500;-49,162600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;206,855;-14,591700;-14,611400;209,117;-49,162600;-49,168300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;209,118;-14,611400;-15,002500;259,800;-49,168300;-49,412600
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;259,801;-15,002500;-15,011000;260,929;-49,412600;-49,418300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;260,930;-15,011000;-15,092100;271,539;-49,418300;-49,471100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;271,540;-15,092100;-15,101200;272,801;-49,471100;-49,478200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;272,802;-15,101200;-15,238300;291,142;-49,478200;-49,556200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;291,143;-15,238300;-15,253400;293,000;-49,556200;-49,552500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;293,001;-15,253400;-15,311800;300,680;-49,552500;-49,572300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;300,681;-15,311800;-15,318500;301,429;-49,572300;-49,572200
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;301,430;-15,318500;-15,344600;304,334;-49,572200;-49,568800
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;304,335;-15,344600;-15,357400;305,821;-49,568800;-49,564900
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;305,822;-15,357400;-15,442575;318,659;-49,564900;-49,507769
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;335,052;-15,572000;-15,579800;336,032;-49,419400;-49,416100
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;336,033;-15,579800;-15,767200;360,144;-49,416100;-49,309700
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;360,145;-15,767200;-15,772800;360,822;-49,309700;-49,307300
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;360,823;-15,772800;-16,098600;408,245;-49,307300;-49,031900
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Dupla;2;408,246;-16,098600;-16,105500;409,043;-49,030500;-49,030500
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Crescente;Simples;1;409,044;-16,105500;-16,177155;417,693;-49,030500;-49,042938
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Crescente;Simples;1;624,301;-11,312420;-11,644913;662,999;-48,941834;-49,055172
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Crescente;Dupla;2;663,000;-11,644913;-11,716472;671,190;-49,055172;-49,076139
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Crescente;Dupla;2;671,191;-11,716472;-11,744484;674,400;-49,076139;-49,084165
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Crescente;Simples;1;674,401;-11,744484;-12,835607;801,870;-49,084165;-49,102447
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Decrescente;Dupla;2;677,000;-11,762978;-11,744484;674,400;-49,098457;-49,084165
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Decrescente;Simples;1;801,870;-12,835607;-11,762978;677,001;-49,102447;-49,098457
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Dupla;2;379,100;-15,818700;-15,807100;377,738;-48,779400;-48,781800
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;381,939;-15,840200;-15,818700;379,101;-48,771400;-48,779400
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Dupla;2;383,733;-15,853300;-15,840200;381,940;-48,765100;-48,771400
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;384,665;-15,860300;-15,853300;383,734;-48,770000;-48,765100
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Dupla;2;386,041;-15,869700;-15,860300;384,666;-48,777300;-48,770000
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;390,160;-15,897200;-15,869700;386,042;-48,796500;-48,777300
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Dupla;2;391,715;-15,910000;-15,897200;390,161;-48,802100;-48,796500
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Simples;1;415,820;-16,100900;-15,910000;391,716;-48,857200;-48,802100
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Decrescente;Dupla;2;417,583;-16,105300;-16,100900;415,821;-48,872000;-48,857200
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Multifaixa;2;5,206;-19,014139;-19,012505;5,500;-50,541698;-50,543894
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Multifaixa;2;5,206;-19,014433;-19,012770;5,500;-50,541933;-50,544145
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Simples;1;5,501;-19,012505;-18,920158;21,470;-50,543894;-50,659397
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Simples;1;5,501;-19,012770;-18,920382;21,470;-50,544145;-50,659623
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Multifaixa;2;21,471;-18,920158;-18,918441;21,740;-50,659397;-50,661263
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Multifaixa;2;21,471;-18,920382;-18,918675;21,740;-50,659623;-50,661450
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Simples;1;21,741;-18,918441;-18,717206;62,000;-50,661263;-50,957623
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Simples;1;21,741;-18,918675;-18,717206;62,000;-50,661450;-50,957623
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Multifaixa;2;112,581;-18,306654;-18,304473;112,850;-51,144157;-51,145230
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Multifaixa;2;112,581;-18,306817;-18,304582;112,850;-51,144472;-51,145574
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Simples;1;112,851;-18,304473;-18,253964;125,000;-51,145230;-51,240412
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Simples;1;112,851;-18,304582;-18,253964;125,000;-51,145574;-51,240412
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Multifaixa;2;750,086;-18,945721;-18,948175;750,800;-49,455708;-49,460904
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Multifaixa;2;750,086;-18,946026;-18,948520;750,800;-49,455507;-49,460711
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Simples;1;750,801;-18,948175;-18,905412;801,000;-49,460904;-49,909914
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Simples;1;750,801;-18,948520;-18,905412;801,000;-49,460711;-49,909914
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Simples;1;801,001;-18,905412;-18,875461;822,855;-49,909914;-50,121193
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Simples;1;801,001;-18,905412;-18,875882;822,855;-49,909914;-50,121030
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Multifaixa;2;822,856;-18,875461;-18,876007;823,034;-50,121193;-50,122788
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Multifaixa;2;822,856;-18,875882;-18,876439;823,034;-50,121030;-50,122624
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Dupla;2;626,000;-18,906558;-18,849177;680,000;-48,332874;-48,816372
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Dupla;2;680,001;-18,849177;-18,878707;706,400;-48,816372;-49,056676
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Simples;1;706,401;-18,878707;-18,946026;750,085;-49,056676;-49,455507
ECOVIAS DO CERRADO;2020;BR-365/MG;Crescente;Simples;1;823,035;-18,876007;-19,043373;870,110;-50,122788;-50,503525
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Simples;1;0,000;-19,043373;-19,014433;5,205;-50,503525;-50,541698
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Simples;1;62,001;-18,717206;-18,306654;112,580;-50,957623;-51,144157
ECOVIAS DO CERRADO;2020;BR-364/GO;Crescente;Simples;1;125,001;-18,253964;-17,916552;192,200;-51,240412;-51,693954
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Dupla;2;626,000;-18,906558;-18,849177;680,000;-48,332874;-48,816372
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Dupla;2;680,001;-18,849177;-18,878707;706,400;-48,816372;-49,056676
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Simples;1;706,401;-18,878707;-18,945721;750,085;-49,056676;-49,455708
ECOVIAS DO CERRADO;2020;BR-365/MG;Decrescente;Simples;1;823,035;-18,876439;-19,043373;870,110;-50,122624;-50,503525
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Simples;1;0,000;-19,043373;-19,014139;5,205;-50,503525;-50,541698
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Simples;1;62,001;-18,717206;-18,306817;112,580;-50,957623;-51,144472
ECOVIAS DO CERRADO;2020;BR-364/GO;Decrescente;Simples;1;125,001;-18,253964;-17,916552;192,200;-51,240412;-51,693954
ECOVIAS PONTE;2017;Acesso N 07/RJ;Crescente;Simples;2;0,000;-22,885376;-22,878420;0,837;-43,114077;-43,114530
ECOVIAS PONTE;2017;BR-101/RJ;Crescente;Dupla;4;322,067;-22,878420;-22,884840;333,623;-43,114530;-43,216940
ECOVIAS PONTE;2017;BR-101/RJ;Decrescente;Dupla;4;333,623;-22,884830;-22,878720;322,067;-43,216720;-43,114600
ECOVIAS PONTE;2017;Acesso N 02/RJ;Crescente;Simples;2;0,000;-22,878720;-22,880668;0,967;-43,114600;-43,107049
ECOVIAS PONTE;2017;Acesso N 03/RJ;Crescente;Simples;2;321,600;-22,877440;-22,878420;322,067;-43,110707;-43,114530
ECOVIAS PONTE;2017;Acesso N 04/RJ;Crescente;Simples;2;0,000;-22,878720;-22,882738;0,449;-43,114600;-43,115748
ECOVIAS PONTE;2017;Acesso N 05/RJ;Crescente;Simples;2;0,000;-22,880875;-22,881858;0,420;-43,109903;-43,113949
ECOVIAS PONTE;2017;Acesso N 08/RJ;Crescente;Simples;2;0,000;-22,878720;-22,885578;0,815;-43,114600;-43,115364
ECOVIAS PONTE;2017;Acesso N 09/RJ;Crescente;Simples;2;0,000;-22,877768;-22,882459;0,704;-43,110643;-43,114939
ECOVIAS PONTE;2017;Acesso N 10/RJ;Crescente;Simples;1;0,000;-22,882010;-22,879608;0,377;-43,113204;-43,110867
ECOVIAS PONTE;2017;Acesso N 11/RJ;Crescente;Simples;1;0,000;-22,879952;-22,878734;0,460;-43,112499;-43,112300
ECOVIAS PONTE;2017;Acesso N 11 A/RJ;Crescente;Simples;1;0,000;-22,879125;-22,879732;0,151;-43,110943;-43,112080
ECOVIAS PONTE;2017;Acesso N 12/RJ;Crescente;Simples;2;0,000;-22,878254;-22,878425;0,308;-43,110198;-43,113214
ECOVIAS PONTE;2017;Acesso N 12 A/RJ;Crescente;Simples;1;0,000;-22,878708;-22,878304;0,229;-43,112328;-43,110203
ECOVIAS PONTE;2017;Acesso N 13/RJ;Crescente;Simples;2;0,000;-22,877911;-22,880689;0,420;-43,113880;-43,112911
ECOVIAS PONTE;2017;Acesso N 14/RJ;Crescente;Simples;1;0,000;-22,878195;-22,878146;0,221;-43,110470;-43,109954
ECOVIAS PONTE;2017;Acesso N 15/RJ;Crescente;Simples;1;0,000;-22,878285;-22,878358;0,090;-43,110203;-43,109365
ECOVIAS PONTE;2017;Acesso N 15 A/RJ;Crescente;Simples;2;0,000;-22,878057;-22,878226;0,113;-43,109154;-43,110199
ECOVIAS PONTE;2017;Acesso N 15 B/RJ;Crescente;Simples;1;0,000;-22,878232;-22,878172;0,009;-43,109226;-43,109281
ECOVIAS PONTE;2017;Acesso N 16/RJ;Crescente;Simples;1;0,000;-22,876374;-22,878358;0,317;-43,110633;-43,112908
ECOVIAS PONTE;2017;Acesso N 17/RJ;Crescente;Simples;1;0,000;-22,878324;-22,877871;0,099;-43,113141;-43,113759
ECOVIAS PONTE;2017;Acesso N 18/RJ;Crescente;Simples;1;0,000;-22,878372;-22,878920;0,063;-43,112177;-43,112529
ECOVIAS PONTE;2017;Acesso N 18 A/RJ;Crescente;Simples;1;0,000;-22,878388;-22,878758;0,043;-43,112394;-43,112584
ECOVIAS PONTE;2017;Acesso N 19/RJ;Crescente;Simples;1;0,000;-22,878746;-22,879171;0,212;-43,112277;-43,112049
